Hour,Temperature (°C),Salinity (ppt),Oxygen levels (mg/L),pH levels,Turbidity (NTU),Fish population
22,11.9,30.7,6.5,7.3,0.7,High
22,11.7,31.6,5.9,8.2,0.3,High
22,12.5,34.0,6.7,7.4,0.6,High
22,12.5,33.7,5.8,7.0,0.8,High
22,12.0,31.5,5.1,7.2,0.1,High
22,12.5,31.0,5.5,7.2,0.2,High
22,10.9,32.9,6.9,7.4,1.0,High
22,11.3,31.7,6.0,7.7,0.1,High
22,14.6,34.2,7.0,7.5,0.5,High
22,13.2,34.7,5.2,7.7,0.5,High
22,13.8,34.0,6.9,8.1,0.7,High
22,12.0,33.1,7.8,7.7,1.0,High
22,10.4,33.1,7.1,8.3,0.9,High
22,10.9,30.7,5.1,8.3,0.7,High
22,14.5,33.8,5.3,8.5,0.3,High
22,12.2,31.2,7.3,8.3,0.6,High
22,14.2,30.6,7.7,8.0,0.2,High
22,10.8,31.1,7.6,8.1,0.4,High
22,13.7,30.7,6.0,8.2,0.7,High
22,14.0,34.4,5.8,8.0,0.6,High
22,12.8,31.8,7.1,8.0,0.1,High
22,10.8,34.3,7.3,7.2,0.2,High
22,13.9,30.4,7.7,7.8,0.2,High
22,10.5,30.8,6.3,7.5,0.7,High
22,14.3,30.4,7.0,7.9,0.3,High
22,12.6,30.9,5.3,7.7,0.5,High
22,11.6,32.8,6.3,7.5,0.6,High
22,13.8,32.3,5.4,8.4,0.9,High
22,10.2,30.3,7.6,8.5,1.0,High
22,14.1,32.9,6.8,7.5,0.2,High
22,12.1,33.1,7.8,8.4,0.4,High
22,13.4,33.1,7.8,8.4,0.7,High
22,12.1,31.5,6.8,8.4,0.3,High
22,11.6,30.1,8.0,7.3,0.5,High
22,14.8,34.8,6.0,8.0,0.8,High
22,11.9,31.9,7.7,8.5,0.6,High
22,12.5,31.5,6.6,7.3,0.6,High
22,14.7,34.3,6.2,7.7,0.4,High
22,12.7,33.2,5.1,8.5,0.9,High
22,14.7,34.2,7.5,7.9,1.0,High
22,13.0,34.5,7.3,8.4,0.2,High
22,10.9,32.7,5.3,8.1,0.5,High
22,12.2,32.1,7.1,7.0,0.8,High
22,13.6,30.5,6.6,8.5,0.3,High
22,11.6,34.2,7.3,7.8,0.8,High
22,14.9,31.8,6.3,7.6,0.6,High
22,11.2,30.4,6.2,7.8,0.1,High
22,11.4,34.0,5.8,8.3,0.2,High
22,14.1,35.0,6.5,8.3,0.6,High
22,10.7,30.6,7.8,7.4,0.7,High
22,13.5,30.5,8.0,8.3,0.3,High
22,14.5,30.3,6.9,7.4,0.5,High
22,10.6,31.5,6.6,8.3,0.2,High
22,14.0,32.6,7.1,8.3,0.1,High
22,10.3,31.8,7.8,7.2,0.9,High
22,13.9,33.8,6.9,7.8,0.9,High
22,10.1,33.3,6.7,7.6,0.9,High
22,13.3,33.7,7.1,7.6,0.9,High
22,14.9,30.1,6.8,8.4,0.8,High
22,11.7,34.7,7.8,7.9,0.6,High
22,12.5,30.6,6.1,8.2,0.6,High
22,11.2,34.9,5.6,7.2,0.6,High
22,12.8,32.8,6.8,7.1,0.2,High
22,14.1,32.5,7.0,7.8,0.2,High
22,13.0,30.1,7.8,8.2,0.7,High
22,10.6,31.2,7.9,8.1,0.3,High
22,14.9,30.8,6.6,7.6,0.4,High
22,14.5,32.7,5.7,8.4,0.8,High
22,13.8,32.4,7.6,7.7,0.4,High
22,11.2,31.8,6.2,7.3,0.6,High
22,12.8,33.9,7.3,8.4,0.7,High
22,14.5,30.2,7.0,8.2,0.6,High
22,11.0,30.2,6.6,7.1,0.7,High
22,12.7,33.7,5.5,7.7,0.4,High
22,11.8,33.5,6.3,7.3,1.0,High
22,11.7,31.3,7.8,7.8,0.9,High
22,13.9,32.4,7.6,7.4,0.2,High
22,14.8,33.6,5.2,7.3,0.3,High
22,11.1,32.0,6.5,7.5,0.5,High
22,11.8,33.6,6.0,8.4,0.5,High
22,10.0,31.1,7.9,8.4,0.6,High
22,14.8,34.2,5.0,7.5,0.9,High
22,10.3,31.4,5.9,8.2,1.0,High
22,11.1,32.4,5.8,8.1,0.4,High
22,13.0,30.6,6.7,7.9,0.9,High
22,14.3,33.6,6.1,7.9,0.8,High
22,13.8,32.7,6.3,7.7,0.6,High
22,10.4,32.2,5.0,8.2,0.4,High
22,13.2,30.7,5.1,7.7,0.9,High
22,13.7,31.9,6.1,7.7,0.5,High
22,11.9,30.6,7.3,7.0,0.5,High
22,13.6,30.3,6.5,8.3,0.4,High
22,14.0,31.4,5.5,7.6,0.8,High
22,12.4,31.3,5.4,8.3,0.3,High
22,11.5,31.9,5.5,8.3,0.2,High
22,14.7,31.1,5.8,8.3,0.9,High
22,11.0,32.2,6.4,7.4,0.3,High
22,13.3,32.7,5.3,7.1,0.9,High
22,10.5,30.3,6.6,7.8,0.2,High
22,14.4,34.0,7.1,7.3,0.8,High
22,10.8,32.0,6.2,8.1,0.8,High
22,14.5,30.0,6.7,7.1,0.5,High
22,14.5,31.9,7.3,8.3,0.2,High
22,11.1,32.6,7.3,7.7,0.3,High
22,11.9,31.0,5.4,8.1,0.5,High
22,10.7,34.0,7.7,8.4,1.0,High
22,10.8,33.7,8.0,8.0,0.6,High
22,11.3,32.8,6.0,7.9,0.2,High
22,12.0,31.4,7.7,8.1,0.7,High
22,12.8,33.0,7.1,7.1,0.2,High
22,12.3,34.6,6.6,8.3,0.1,High
22,10.0,30.4,6.1,8.5,0.3,High
22,11.0,32.6,7.4,7.5,0.8,High
22,13.1,34.3,5.5,8.1,0.4,High
22,12.3,33.3,5.8,7.7,0.3,High
22,12.9,33.5,5.3,8.0,0.3,High
22,14.6,30.9,6.1,7.3,0.8,High
22,11.0,33.8,6.7,7.6,0.8,High
22,11.5,32.3,5.1,7.0,0.7,High
22,11.0,33.9,7.0,7.4,0.5,High
22,10.9,32.1,5.3,8.4,0.2,High
22,12.6,34.5,6.2,8.0,0.3,High
22,11.0,31.1,7.0,8.4,0.3,High
22,13.7,32.0,6.3,7.8,0.9,High
22,13.6,32.9,6.4,8.1,0.9,High
22,13.8,30.6,7.7,8.5,0.2,High
22,10.4,32.6,7.4,8.3,0.2,High
22,14.5,32.2,5.2,7.7,0.6,High
22,11.1,31.2,7.0,7.9,0.9,High
22,10.5,30.0,6.4,8.1,0.2,High
22,13.4,34.3,6.4,7.3,0.6,High
22,14.1,30.2,7.5,7.4,0.8,High
22,13.1,31.0,7.7,7.6,0.6,High
22,14.0,32.6,6.2,7.6,0.1,High
22,13.0,34.5,7.1,7.2,0.9,High
22,13.2,32.5,6.8,8.4,0.6,High
22,12.4,30.3,7.2,7.3,0.1,High
22,11.5,34.4,7.4,7.9,0.4,High
22,11.0,33.1,6.9,7.4,0.2,High
22,14.6,33.7,5.5,7.9,1.0,High
22,13.7,31.2,5.4,7.0,0.9,High
22,14.8,33.9,5.6,8.4,0.7,High
22,15.0,34.2,6.1,7.5,0.5,High
22,12.6,33.9,8.0,7.8,0.2,High
22,11.7,33.9,7.2,7.2,0.6,High
22,12.5,31.5,7.5,7.1,0.1,High
22,14.3,33.6,7.5,7.8,0.2,High
22,12.8,34.3,5.3,7.9,0.6,High
22,11.0,34.0,6.2,7.4,0.4,High
22,10.8,31.9,6.0,7.9,0.3,High
22,14.1,33.7,5.7,8.3,0.9,High
22,14.7,30.6,5.4,7.8,0.8,High
22,14.9,30.7,6.2,8.4,0.1,High
22,10.8,30.5,5.6,7.6,0.9,High
22,14.1,32.5,7.9,7.5,0.1,High
22,10.3,31.9,5.8,8.0,0.9,High
22,13.8,32.2,7.7,7.2,0.7,High
22,12.2,30.8,6.0,7.7,0.7,High
22,11.3,32.4,6.4,7.7,0.3,High
22,10.7,31.7,5.6,8.2,0.4,High
22,10.9,31.9,7.9,8.1,0.5,High
22,14.0,31.7,7.0,7.6,1.0,High
22,14.5,32.8,6.5,8.4,0.8,High
22,14.5,31.3,5.8,7.5,0.4,High
22,13.6,32.6,7.8,8.3,0.1,High
22,14.7,31.6,5.6,7.2,0.8,High
22,11.8,30.5,7.9,8.5,0.7,High
22,14.7,32.6,5.3,7.2,0.3,High
22,13.2,34.8,7.6,7.1,0.4,High
22,10.6,30.2,7.7,7.9,0.9,High
22,13.4,34.6,8.0,8.4,1.0,High
22,10.3,31.3,6.3,8.1,1.0,High
22,14.3,32.1,7.9,7.1,0.3,High
22,14.2,32.2,5.3,8.0,0.4,High
22,14.6,32.5,5.1,8.5,0.8,High
22,12.8,31.8,7.4,7.9,0.8,High
22,13.2,33.7,5.2,7.7,0.3,High
22,11.3,30.7,6.7,8.2,0.4,High
22,10.2,32.0,7.9,8.0,0.6,High
22,14.4,33.1,5.5,8.1,0.9,High
22,15.0,33.4,7.3,7.5,0.8,High
22,14.3,34.7,5.5,7.5,0.4,High
22,12.3,30.1,5.2,7.8,0.9,High
22,13.9,31.9,5.9,7.6,0.6,High
22,13.4,31.7,6.4,8.3,0.2,High
22,10.4,32.2,6.2,7.6,0.1,High
22,13.7,30.8,5.3,7.0,0.9,High
22,12.3,31.5,5.0,7.9,0.1,High
22,11.7,32.4,6.8,7.4,0.2,High
22,12.3,32.5,7.2,7.6,1.0,High
22,13.4,34.8,6.5,8.3,0.5,High
22,12.0,34.4,5.4,7.6,0.7,High
22,10.2,33.0,5.2,7.6,0.4,High
22,12.2,32.8,5.6,7.3,0.1,High
22,12.8,32.4,6.2,7.1,0.1,High
22,11.2,33.5,7.0,7.8,0.4,High
22,14.8,33.1,5.8,8.2,0.8,High
22,10.1,31.7,6.7,7.0,0.7,High
22,13.5,30.3,6.1,7.4,0.9,High
22,11.5,30.8,5.4,8.0,0.4,High
22,13.9,30.3,6.7,7.3,0.7,High
22,13.3,30.6,6.9,7.3,0.7,High
22,13.3,30.5,7.8,7.3,0.5,High
22,13.2,34.3,7.7,7.5,0.6,High
22,11.0,30.1,5.8,7.1,0.8,High
22,11.8,31.1,5.0,8.1,0.4,High
22,13.8,34.7,6.9,8.0,0.4,High
22,13.2,31.2,5.8,7.2,0.8,High
22,14.9,30.2,6.0,7.9,1.0,High
22,12.5,32.5,7.5,7.2,0.5,High
22,10.7,33.8,5.7,7.9,0.8,High
22,10.0,32.3,7.7,7.2,0.4,High
22,12.0,31.1,6.9,8.2,0.1,High
22,12.4,31.3,7.9,8.0,0.1,High
22,12.6,33.8,5.8,8.0,0.2,High
22,12.0,33.7,6.0,8.4,0.6,High
22,14.7,30.7,7.3,7.4,0.2,High
22,13.3,30.8,7.6,7.8,0.8,High
22,13.0,33.9,7.2,7.7,0.1,High
22,11.0,31.8,7.4,7.3,1.0,High
22,12.5,34.8,6.0,7.5,0.8,High
22,12.5,32.4,7.2,7.3,0.4,High
22,12.4,34.3,7.8,7.2,0.9,High
22,14.0,33.7,7.1,7.0,0.8,High
22,11.3,30.2,5.4,7.2,0.7,High
22,14.6,30.9,6.3,7.1,0.7,High
22,10.6,31.3,6.3,7.7,0.9,High
22,10.5,34.9,7.6,7.6,0.8,High
22,13.1,33.7,6.2,7.3,0.2,High
22,11.2,33.1,7.7,7.0,0.6,High
22,14.1,31.2,5.3,7.8,0.3,High
22,13.5,32.9,7.5,8.0,0.3,High
22,10.7,31.4,7.7,8.2,0.9,High
22,11.5,32.0,6.1,7.8,0.2,High
22,11.0,32.5,6.5,8.2,0.3,High
22,12.2,34.4,6.6,8.4,0.7,High
22,12.5,34.3,7.7,7.2,0.6,High
22,12.3,31.1,6.3,7.1,0.6,High
22,12.3,30.9,7.1,7.2,0.9,High
22,14.0,33.0,7.4,8.2,0.9,High
22,14.4,32.2,6.7,7.7,0.7,High
22,10.3,34.4,5.0,7.1,0.9,High
22,12.2,33.7,5.9,7.9,0.8,High
22,10.2,31.6,6.1,7.7,0.2,High
22,12.0,34.7,6.3,7.3,0.4,High
22,13.4,34.4,7.8,7.6,0.2,High
22,12.9,30.5,7.0,8.4,0.9,High
22,10.5,32.7,5.4,7.3,0.9,High
22,12.1,30.9,5.2,8.2,0.9,High
22,12.6,31.1,7.6,8.4,0.9,High
22,14.0,30.7,7.2,7.9,1.0,High
22,14.9,34.2,5.6,8.2,0.2,High
22,12.2,30.2,6.7,7.1,0.1,High
22,12.5,34.5,6.5,8.1,0.4,High
22,10.0,30.9,5.6,8.4,0.1,High
22,11.4,34.2,6.3,7.9,0.5,High
22,14.3,30.7,5.3,7.4,0.3,High
22,10.7,31.1,5.5,7.5,0.8,High
22,14.8,32.2,5.3,7.8,0.2,High
22,13.2,30.4,6.2,7.4,0.3,High
22,12.7,32.3,5.4,8.3,0.4,High
22,11.3,30.6,7.0,7.3,0.5,High
22,11.2,30.1,6.8,8.2,0.9,High
22,14.8,33.4,7.6,7.6,0.6,High
22,14.4,34.4,7.7,7.8,0.3,High
22,14.9,33.1,7.2,7.7,0.3,High
22,11.9,33.6,6.7,8.3,0.1,High
22,10.4,32.6,6.4,8.0,0.6,High
22,12.7,32.2,7.3,8.5,0.8,High
22,10.3,32.9,6.8,8.1,0.1,High
22,13.7,31.8,6.4,7.5,0.8,High
22,14.4,30.5,5.3,7.5,0.3,High
22,14.4,31.1,7.3,7.3,0.8,High
22,11.1,34.1,7.8,7.2,0.5,High
22,11.0,34.2,7.6,8.5,0.2,High
22,12.3,32.6,5.2,7.6,0.4,High
22,10.6,30.6,6.8,8.5,0.6,High
22,14.2,30.1,5.4,7.4,0.3,High
22,10.1,31.0,6.6,7.3,0.7,High
22,14.3,30.8,7.8,7.7,0.7,High
22,14.4,30.8,7.9,7.1,0.5,High
22,11.3,34.2,8.0,8.0,0.8,High
22,10.1,34.5,7.8,8.2,1.0,High
22,13.9,31.1,5.4,7.7,0.3,High
22,12.5,30.8,6.9,8.2,0.5,High
22,11.5,30.4,5.5,7.9,0.4,High
22,13.5,31.8,6.0,8.1,0.7,High
22,10.5,34.6,6.4,7.1,0.5,High
22,12.6,31.5,5.9,7.1,0.2,High
22,13.9,31.7,7.0,8.1,0.2,High
22,14.1,32.1,6.6,7.7,0.2,High
22,10.4,30.5,6.8,7.9,0.2,High
22,10.2,31.7,6.7,7.1,0.7,High
22,10.9,32.3,6.0,7.1,0.8,High
22,10.3,33.1,6.8,8.5,0.7,High
22,11.4,33.2,7.8,8.4,0.2,High
22,12.9,33.4,6.3,7.8,0.3,High
22,10.9,31.7,5.7,7.7,0.3,High
22,10.2,33.0,5.8,8.3,0.1,High
22,10.5,33.4,6.7,7.9,0.5,High
22,12.0,34.2,7.7,7.8,0.8,High
22,14.2,33.7,8.0,7.3,0.8,High
22,11.4,32.2,5.5,8.0,0.2,High
22,10.5,30.6,7.3,8.1,0.2,High
22,11.5,33.9,7.9,7.0,0.9,High
22,14.1,32.5,7.0,8.4,0.1,High
22,14.0,34.6,7.8,7.8,0.7,High
22,10.5,34.3,7.9,7.9,0.8,High
22,11.6,33.6,7.7,7.1,0.4,High
22,14.3,32.9,7.1,8.2,0.3,High
22,13.4,33.0,7.2,7.2,0.2,High
22,12.9,30.8,6.3,7.5,0.5,High
22,12.1,33.5,6.4,7.9,0.7,High
22,10.4,30.1,6.8,8.1,1.0,High
22,12.4,35.0,7.7,8.0,0.9,High
22,14.4,31.0,5.3,7.9,0.3,High
22,11.2,34.4,8.0,7.5,0.5,High
22,11.2,30.1,6.5,8.2,0.5,High
22,13.8,34.9,6.4,7.7,0.3,High
22,11.0,31.7,6.1,7.1,0.3,High
22,14.6,30.3,6.2,7.4,0.8,High
22,10.2,31.5,6.8,8.4,0.9,High
22,10.2,30.1,7.2,7.9,0.9,High
22,14.0,33.7,5.6,7.4,0.8,High
22,11.9,34.6,7.3,7.3,0.8,High
22,12.1,30.3,5.3,8.4,0.4,High
22,13.2,30.4,7.8,7.3,0.7,High
22,15.0,30.9,7.8,7.1,0.6,High
22,12.8,31.6,6.5,8.4,0.5,High
22,13.2,33.4,7.6,8.2,0.4,High
22,13.5,34.2,6.7,8.5,0.8,High
22,12.3,32.5,5.1,8.5,0.2,High
22,10.2,30.8,6.7,7.1,0.6,High
22,10.2,33.7,5.4,7.6,0.2,High
22,14.1,33.1,5.5,7.9,0.6,High
22,12.5,34.2,8.0,7.4,0.7,High
22,10.4,34.7,6.1,7.8,0.2,High
22,14.0,34.5,5.4,7.0,0.3,High
22,11.1,32.0,7.2,8.5,0.6,High
22,10.8,30.9,6.4,7.5,0.5,High
22,11.4,32.4,7.2,7.7,0.3,High
23,14.5,30.9,6.1,7.5,0.6,High
23,11.4,31.4,5.2,7.4,0.7,High
23,12.4,30.6,7.2,8.1,0.3,High
23,12.7,34.1,6.5,7.5,0.6,High
23,12.8,32.6,6.3,7.7,0.6,High
23,12.8,33.7,5.5,7.6,0.5,High
23,14.5,33.9,7.7,8.3,0.7,High
23,12.7,31.3,7.2,8.2,1.0,High
23,14.2,30.5,7.9,7.5,1.0,High
23,13.3,33.0,5.4,8.3,0.3,High
23,10.1,33.5,6.1,7.1,1.0,High
23,10.6,33.5,7.2,7.5,1.0,High
23,10.2,33.1,6.4,8.2,0.1,High
23,12.3,31.4,6.1,7.5,1.0,High
23,14.9,33.3,5.4,8.1,0.2,High
23,12.5,32.7,5.7,7.3,0.6,High
23,13.9,31.2,6.3,8.1,0.6,High
23,14.2,31.1,6.7,7.1,0.1,High
23,14.6,33.8,6.3,7.3,0.5,High
23,12.5,30.4,7.4,7.3,0.5,High
23,13.8,30.6,7.4,7.8,0.9,High
23,12.4,33.1,6.2,7.1,0.5,High
23,11.2,30.8,6.9,8.1,0.5,High
23,10.4,30.4,7.6,7.6,0.9,High
23,10.5,34.8,7.0,7.0,0.9,High
23,12.5,33.5,5.5,8.0,0.3,High
23,13.0,30.5,7.8,7.8,0.2,High
23,10.6,31.7,6.0,7.7,0.3,High
23,11.7,34.2,5.3,8.4,0.8,High
23,11.8,34.5,7.0,7.5,0.6,High
23,10.3,34.4,5.9,7.5,0.4,High
23,12.1,33.3,7.3,7.6,0.3,High
23,11.8,32.1,6.6,7.1,0.5,High
23,12.2,33.3,7.2,7.1,0.3,High
23,10.7,31.7,5.9,7.9,0.8,High
23,13.8,32.4,7.0,8.3,0.3,High
23,13.3,34.2,7.9,8.1,0.3,High
23,11.5,34.2,5.0,8.0,0.4,High
23,14.6,34.1,7.7,7.5,0.9,High
23,13.2,31.6,6.5,7.4,0.2,High
23,14.1,34.5,5.7,7.2,0.8,High
23,11.1,32.9,7.0,7.6,0.6,High
23,14.5,33.1,5.3,7.2,0.6,High
23,12.1,33.8,7.5,8.2,0.8,High
23,10.0,30.9,6.4,8.1,0.1,High
23,14.7,33.1,5.2,8.1,0.9,High
23,14.5,34.6,6.5,7.1,0.6,High
23,14.2,30.3,7.0,8.1,0.9,High
23,13.6,30.7,5.2,8.4,0.5,High
23,12.3,34.5,7.8,8.0,0.1,High
23,12.8,30.6,7.9,8.4,0.6,High
23,12.6,31.8,5.0,7.4,0.3,High
23,14.0,31.5,6.5,7.2,0.4,High
23,14.7,33.5,7.3,7.0,1.0,High
23,12.6,33.8,7.7,8.3,0.8,High
23,11.2,33.7,7.5,8.3,0.2,High
23,12.6,34.3,6.1,7.3,0.3,High
23,11.5,33.5,5.4,7.0,0.7,High
23,10.0,32.2,5.1,7.9,0.1,High
23,14.4,30.1,7.2,8.0,0.8,High
23,10.0,34.3,5.3,8.1,0.1,High
23,11.9,31.9,5.9,7.4,0.3,High
23,12.0,34.2,7.5,7.6,0.7,High
23,13.5,33.2,6.8,7.0,1.0,High
23,11.7,33.6,7.5,7.5,0.7,High
23,14.5,33.0,6.1,7.4,0.2,High
23,11.7,31.3,6.0,8.2,0.3,High
23,12.1,34.0,5.4,7.2,0.9,High
23,10.2,33.1,5.6,7.3,0.7,High
23,11.4,34.3,5.6,7.3,1.0,High
23,15.0,30.2,7.9,7.5,0.9,High
23,15.0,31.1,6.1,7.1,0.6,High
23,11.2,35.0,6.7,8.2,0.6,High
23,13.1,34.6,7.0,7.3,0.7,High
23,13.9,33.9,6.4,7.2,0.5,High
23,13.6,31.9,6.3,7.2,0.8,High
23,12.5,32.1,5.5,8.3,0.8,High
23,11.3,34.5,7.7,7.3,0.9,High
23,11.0,32.6,5.0,8.2,0.7,High
23,14.1,31.4,6.4,7.5,0.9,High
23,10.4,31.3,7.4,7.5,0.1,High
23,11.8,31.8,6.3,7.9,0.5,High
23,14.5,30.6,5.6,7.3,0.4,High
23,11.3,34.6,7.6,8.0,0.3,High
23,10.2,34.0,7.2,8.1,0.3,High
23,10.0,33.8,6.2,8.0,0.7,High
23,12.9,34.6,5.3,7.2,0.3,High
23,12.8,34.0,5.7,8.1,0.3,High
23,10.0,31.9,5.4,8.1,0.6,High
23,13.4,32.9,7.9,8.0,0.8,High
23,10.1,34.2,6.3,8.0,0.6,High
23,11.3,30.2,7.6,7.2,0.4,High
23,13.4,32.8,6.4,8.3,0.7,High
23,10.2,30.3,5.3,7.2,0.6,High
23,12.9,31.2,7.3,7.0,1.0,High
23,11.5,34.1,6.4,7.0,0.3,High
23,13.6,32.3,7.2,8.2,0.9,High
23,13.8,34.0,6.3,8.2,0.9,High
23,14.0,31.0,7.7,7.1,0.6,High
23,14.8,30.3,8.0,8.0,0.6,High
23,13.6,30.1,7.5,7.4,0.9,High
23,12.8,34.1,7.7,8.1,0.7,High
23,12.9,33.0,6.3,7.6,1.0,High
23,10.3,31.0,7.3,7.9,0.9,High
23,10.3,31.8,5.7,7.9,0.3,High
23,12.4,34.7,6.2,7.3,0.7,High
23,10.9,32.4,7.4,7.0,0.4,High
23,14.2,33.2,7.8,7.1,0.4,High
23,10.9,34.8,8.0,7.4,0.6,High
23,10.4,33.6,5.2,7.3,0.9,High
23,11.5,30.0,6.4,7.1,0.2,High
23,10.7,30.1,7.8,8.2,0.9,High
23,14.1,33.7,5.5,8.0,0.4,High
23,11.9,31.7,6.6,8.4,0.7,High
23,10.8,33.5,8.0,7.1,0.3,High
23,12.4,32.7,6.0,7.1,0.8,High
23,12.4,30.9,5.4,8.3,0.8,High
23,13.9,32.7,5.6,7.5,0.8,High
23,12.8,32.4,5.6,7.8,0.6,High
23,11.0,32.2,7.0,7.6,0.4,High
23,10.5,31.5,6.7,7.1,0.9,High
23,13.7,33.8,5.1,8.3,0.5,High
23,13.9,30.7,5.5,7.1,0.2,High
23,12.7,32.7,5.4,8.2,0.8,High
23,13.5,30.2,6.2,7.3,0.7,High
23,11.4,32.8,5.6,7.4,0.3,High
23,14.8,30.1,7.6,8.0,0.5,High
23,13.1,33.7,6.1,8.2,0.4,High
23,12.0,32.3,5.9,8.3,0.3,High
23,10.2,30.8,5.5,7.7,0.9,High
23,13.5,33.4,7.8,7.6,0.2,High
23,12.4,30.6,5.3,7.3,0.3,High
23,12.9,30.0,5.7,8.0,0.7,High
23,12.2,32.0,6.7,8.0,0.6,High
23,14.0,30.6,7.2,8.0,0.5,High
23,14.4,33.5,7.7,7.4,0.6,High
23,11.0,31.2,5.6,7.4,0.9,High
23,14.3,31.8,7.7,7.3,0.9,High
23,10.4,32.9,5.6,7.8,0.9,High
23,10.7,33.1,5.4,8.2,0.6,High
23,13.3,32.1,7.7,7.6,0.2,High
23,14.0,32.6,5.3,7.4,0.2,High
23,10.3,34.4,6.4,7.0,0.7,High
23,13.6,31.0,6.8,8.1,0.2,High
23,14.0,33.9,6.8,8.4,0.7,High
23,10.5,32.0,5.3,7.7,0.1,High
23,12.2,32.7,5.2,7.5,0.4,High
23,12.5,32.9,5.9,7.9,0.7,High
23,14.2,34.7,5.7,7.9,0.5,High
23,11.0,34.8,6.4,7.1,1.0,High
23,14.7,30.5,6.4,7.5,0.8,High
23,13.3,33.1,7.7,7.9,0.2,High
23,14.6,34.6,5.5,7.9,0.6,High
23,11.4,31.6,6.7,7.3,0.5,High
23,13.9,31.4,6.1,7.6,1.0,High
23,12.4,33.5,7.1,7.3,0.7,High
23,12.0,30.1,6.4,7.1,0.3,High
23,11.6,30.8,5.6,7.5,0.7,High
23,11.1,33.8,7.0,8.3,0.9,High
23,13.8,32.4,5.4,8.3,0.2,High
23,13.9,32.1,6.9,7.2,0.5,High
23,11.0,31.3,6.0,8.3,1.0,High
23,10.3,30.9,5.5,7.5,0.8,High
23,11.1,32.3,6.1,7.8,0.9,High
23,14.1,30.1,5.4,7.6,0.5,High
23,12.6,31.4,6.5,7.1,0.8,High
23,11.2,33.1,5.4,7.2,0.4,High
23,14.1,34.1,7.5,8.1,0.3,High
23,11.8,32.9,6.1,7.5,0.8,High
23,10.7,30.8,7.4,7.3,0.4,High
23,10.7,31.9,6.4,8.4,0.5,High
23,10.5,30.7,5.2,7.3,0.7,High
23,11.2,30.0,6.4,8.2,0.4,High
23,13.0,30.1,7.2,7.3,0.8,High
23,11.8,34.0,8.0,8.4,0.7,High
23,11.9,35.0,6.6,7.7,0.9,High
23,10.6,34.5,7.3,7.8,0.5,High
23,14.3,34.1,7.9,7.6,0.2,High
23,10.6,31.2,6.1,7.7,0.3,High
23,11.6,31.9,7.5,8.1,0.3,High
23,12.6,33.6,7.3,7.3,0.6,High
23,13.7,31.2,6.0,7.7,0.5,High
23,12.0,33.8,6.9,7.9,0.2,High
23,14.9,33.1,7.7,7.2,0.5,High
23,14.4,30.3,7.9,8.1,0.8,High
23,11.1,32.5,6.0,8.1,0.4,High
23,10.9,30.6,5.7,7.2,0.8,High
23,14.6,33.9,5.2,7.9,1.0,High
23,15.0,33.8,7.1,8.4,0.6,High
23,13.7,32.0,7.3,7.1,0.7,High
23,13.0,33.8,5.3,7.1,0.7,High
23,13.3,32.3,5.9,8.2,0.2,High
23,10.2,30.6,5.8,8.4,0.6,High
23,15.0,33.1,5.7,7.4,0.2,High
23,14.9,30.1,6.6,7.6,0.9,High
23,11.6,34.0,6.3,8.4,0.9,High
23,13.8,33.9,7.3,8.2,0.5,High
23,12.1,34.1,5.5,7.9,0.4,High
23,11.1,31.1,7.6,8.4,0.8,High
23,14.9,33.3,6.5,7.2,0.1,High
23,13.9,30.2,5.5,7.3,0.2,High
23,14.5,33.8,7.2,7.4,0.4,High
23,11.2,32.7,6.9,7.3,0.3,High
23,14.9,34.1,5.2,7.9,0.2,High
23,11.8,31.5,5.3,8.4,0.1,High
23,10.7,31.0,7.8,7.4,0.8,High
23,12.9,34.9,7.7,8.4,0.8,High
23,12.3,32.3,5.7,7.6,0.6,High
23,10.0,34.7,5.9,8.1,0.7,High
23,12.5,32.1,8.0,7.3,0.7,High
23,11.9,31.4,7.8,7.8,0.9,High
23,10.5,30.9,6.5,7.0,1.0,High
23,10.7,30.2,5.2,7.7,0.6,High
23,10.1,30.2,6.1,7.2,0.2,High
23,11.5,30.8,7.8,7.7,0.4,High
23,12.9,32.0,5.9,7.9,0.9,High
23,11.3,34.8,7.5,8.4,0.8,High
23,11.8,33.6,6.8,8.4,0.6,High
23,12.7,33.4,7.6,7.9,0.8,High
23,11.3,34.9,5.0,7.7,0.3,High
23,11.8,32.3,5.8,7.1,0.2,High
23,13.1,32.5,6.3,7.8,0.9,High
23,15.0,32.2,6.9,8.4,0.6,High
23,13.3,32.8,7.7,8.1,0.2,High
23,12.4,32.5,5.3,7.2,0.5,High
23,10.6,34.7,6.9,7.5,0.4,High
23,13.0,30.6,8.0,7.6,1.0,High
23,14.8,31.8,6.5,8.5,0.3,High
23,12.9,33.6,6.6,7.1,0.4,High
23,10.3,33.7,6.1,7.6,0.2,High
23,12.5,30.2,5.5,8.2,0.2,High
23,13.4,30.3,5.9,7.2,0.6,High
23,12.4,30.9,7.1,7.4,0.4,High
23,14.0,30.5,5.1,8.4,0.3,High
23,13.0,32.2,6.4,8.2,0.5,High
23,14.0,32.9,6.0,7.6,0.5,High
23,10.7,31.9,7.5,8.0,0.7,High
23,13.0,34.1,5.9,8.4,0.2,High
23,13.2,32.1,7.9,8.4,1.0,High
23,13.4,30.9,6.8,7.7,0.7,High
